dateTime,price
2011-08-25 08:00:00,552000
2011-08-26 00:00:00,556000
2011-08-30 09:00:00,575000
2011-09-05 00:00:00,590000
2011-09-05 09:00:00,590000
2011-09-07 00:00:00,590000
2011-09-08 00:00:00,577000
2011-09-09 00:00:00,590000
2011-09-12 00:00:00,588000
2011-09-13 09:00:00,578000
2011-09-13 12:00:00,584000
2011-09-14 09:00:00,588000
2011-09-14 12:45:00,594000
2011-09-15 09:00:00,594000
2011-09-16 00:00:00,580000
2011-09-19 00:00:00,596000
2011-09-20 00:00:00,590000
2011-09-21 00:00:00,605000
2011-09-22 00:00:00,595000
2011-09-23 09:00:00,585000
2011-09-26 00:00:00,575000
2011-09-27 00:00:00,575000
2011-09-28 00:00:00,575000
2011-09-29 00:00:00,575000
2011-09-30 00:00:00,575000
2011-10-03 00:00:00,570000
2011-10-04 00:00:00,575000
2011-10-05 00:00:00,572000
2011-10-06 00:00:00,574000
2011-10-07 00:00:00,575000
2011-10-10 00:00:00,575000
2011-10-11 09:00:00,580000
2011-10-12 09:00:00,576000
2011-10-13 09:00:00,580000
2011-10-14 00:00:00,575000
2011-10-17 08:00:00,575000
2011-10-18 09:00:00,571000
2011-10-19 09:00:00,570000
2011-10-20 09:00:00,568000
2011-10-21 09:00:00,565000
2011-10-24 09:00:00,570000
2011-10-25 09:00:00,560000
2011-10-26 09:00:00,570000
2011-10-27 09:00:00,575000
2011-10-28 09:00:00,580000
2011-10-31 09:00:00,573000
2011-11-01 08:00:00,565000
2011-11-02 09:00:00,567000
2011-11-03 09:00:00,572000
2011-11-04 09:00:00,578000
2011-11-07 09:00:00,575000
2011-11-08 09:00:00,584000
2011-11-09 09:00:00,583000
2011-11-10 09:00:00,576000
2011-11-11 08:30:00,573500
2011-11-11 10:15:00,579500
2011-11-14 08:45:00,588000
2011-11-15 08:40:00,580000
2011-11-16 08:20:00,582000
2011-11-17 08:15:00,580000
2011-11-18 09:40:00,572000
2011-11-21 08:20:00,572000
2011-11-22 08:20:00,565000
2011-11-23 08:00:00,570000
2011-11-24 08:00:00,570000
2011-11-25 00:00:00,573000
2011-11-28 08:10:00,573000
2011-11-29 08:15:00,580000
2011-11-30 08:10:00,585000
2011-12-01 08:15:00,587000
2011-12-02 08:15:00,578000
2011-12-05 08:15:00,584000
2011-12-06 08:30:00,572000
2011-12-07 08:10:00,573000
2011-12-08 08:20:00,576000
2011-12-09 08:30:00,570000
2011-12-12 08:30:00,569000
2011-12-13 08:30:00,566000
2011-12-14 08:40:00,562000
2011-12-15 08:10:00,559000
2011-12-16 08:15:00,650000
2011-12-16 08:20:00,560000
2011-12-19 08:45:00,564000
2011-12-20 00:00:00,565000
2011-12-21 08:15:00,569000
2011-12-22 08:30:00,568000
2011-12-23 08:15:00,567000
2011-12-27 08:30:00,563000
2011-12-28 08:30:00,563000
2011-12-29 08:10:00,557000
2011-12-30 08:30:00,555000
2012-01-02 00:00:00,555000
2012-01-03 00:00:00,559000
2012-01-04 08:30:00,565000
2012-01-05 00:00:00,566000
2012-01-06 00:00:00,567000
2012-01-09 08:30:00,565000
2012-01-10 08:30:00,566000
2012-01-11 08:30:00,570000
2012-01-12 08:30:00,571000
2012-01-13 08:30:00,572000
2012-01-16 08:30:00,565000
2012-01-17 08:30:00,566000
2012-01-18 00:00:00,567000
2012-01-19 08:30:00,564000
2012-01-20 08:30:00,559000
2012-01-24 08:30:00,559000
2012-01-25 08:30:00,557000
2012-01-26 08:30:00,571000
2012-01-27 08:30:00,572000
2012-01-30 08:15:00,573000
2012-01-31 09:00:00,570000
2012-02-01 08:00:00,571000
2012-02-02 08:00:00,574000
2012-02-03 08:00:00,569000
2012-02-03 11:45:00,573000
2012-02-06 08:30:00,565000
2012-02-07 09:00:00,564000
2012-02-08 08:30:00,570000
2012-02-09 08:30:00,568000
2012-02-10 08:20:00,566000
2012-02-13 08:30:00,570000
2012-02-14 09:00:00,570000
2012-02-15 08:00:00,570000
2012-02-16 08:00:00,572000
2012-02-17 08:30:00,572000
2012-02-20 08:30:00,576000
2012-02-21 08:30:00,576000
2012-02-22 08:30:00,581000
2012-02-23 08:30:00,588000
2012-02-24 08:30:00,589000
2012-02-27 08:30:00,588000
2012-02-28 08:30:00,588000
2012-02-29 08:30:00,592000
2012-03-01 08:30:00,578000
2012-03-02 08:30:00,579000
2012-03-05 08:30:00,578000
2012-03-06 08:15:00,577000
2012-03-07 09:00:00,573000
2012-03-08 08:30:00,575000
2012-03-09 08:15:00,577000
2012-03-12 09:00:00,578000
2012-03-13 08:30:00,576000
2012-03-14 09:00:00,571000
2012-03-15 08:30:00,567000
2012-03-16 08:30:00,570000
2012-03-19 00:00:00,571000
2012-03-20 09:00:00,571500
2012-03-21 09:00:00,569000
2012-03-22 08:00:00,570000
2012-03-26 08:30:00,573000
2012-03-27 09:00:00,579000
2012-03-28 08:30:00,579000
2012-03-29 08:00:00,576000
2012-03-30 09:00:00,576000
2012-04-02 08:30:00,579000
2012-04-03 09:00:00,579000
2012-04-04 08:00:00,574000
2012-04-05 08:30:00,568000
2012-04-09 09:00:00,574000
2012-04-10 09:00:00,574000
2012-04-11 08:00:00,574000
2012-04-12 08:30:00,575000
2012-04-13 09:00:00,577000
2012-04-16 08:15:00,568000
2012-04-17 08:30:00,567000
2012-04-18 08:00:00,567000
2012-04-19 08:30:00,570000
2012-04-23 08:30:00,564500
2012-04-24 08:30:00,564500
2012-04-25 08:00:00,565000
2012-04-26 08:30:00,565000
2012-04-27 08:00:00,565500
2012-04-30 08:30:00,565000
2012-05-01 08:30:00,563000
2012-05-02 08:20:00,559000
2012-05-03 08:30:00,555000
2012-05-04 08:00:00,554000
2012-05-04 13:00:00,555000
2012-05-07 08:00:00,558000
2012-05-08 08:00:00,558000
2012-05-09 08:00:00,554000
2012-05-10 00:00:00,552000
2012-05-10 08:00:00,554000
2012-05-10 08:30:00,552000
2012-05-11 08:00:00,553000
2012-05-14 08:00:00,553000
2012-05-14 08:05:00,553000
2012-05-15 00:00:00,553000
2012-05-16 08:00:00,549500
2012-05-21 08:30:00,552500
2012-05-21 08:40:00,552500
2012-05-22 08:30:00,552500
2012-05-23 08:00:00,550500
2012-05-24 08:00:00,550500
2012-05-25 08:00:00,550500
2012-05-25 08:05:00,550500
2012-05-28 08:00:00,552000
2012-05-29 08:00:00,555000
2012-05-30 08:00:00,551000
2012-05-31 08:00:00,556000
2012-06-01 08:00:00,555000
2012-06-04 08:00:00,563000
2012-06-05 07:40:00,565000
2012-06-06 07:40:00,565000
2012-06-07 07:40:00,565000
2012-06-08 07:40:00,560000
2012-06-11 08:00:00,565000
2012-06-12 08:00:00,561000
2012-06-13 08:00:00,563000
2012-06-14 08:00:00,564000
2012-06-15 08:00:00,566000
2012-06-18 07:45:00,566000
2012-06-19 08:15:00,567000
2012-06-20 08:00:00,565000
2012-06-21 08:00:00,563000
2012-06-22 08:00:00,557000
2012-06-25 08:20:00,557000
2012-06-26 08:00:00,559000
2012-06-27 08:00:00,558000
2012-06-28 08:00:00,558000
2012-06-29 08:00:00,555000
2012-07-02 08:20:00,562000
2012-07-03 08:00:00,558000
2012-07-04 08:25:00,565000
2012-07-05 08:00:00,560000
2012-07-06 08:00:00,559000
2012-07-09 08:00:00,555000
2012-07-10 08:30:00,556000
2012-07-11 00:00:00,555000
2012-07-12 08:20:00,554000
2012-07-13 08:10:00,551000
2012-07-13 08:15:00,551000
2012-07-16 00:00:00,559000
2012-07-17 00:00:00,559000
2012-07-18 00:00:00,555000
2012-07-19 08:00:00,551000
2012-07-20 08:00:00,554000
2012-07-23 08:10:00,554000
2012-07-24 00:00:00,554000
2012-07-25 08:00:00,555000
2012-07-26 08:30:00,560000
2012-07-27 08:45:00,564000
2012-07-30 08:00:00,565000
2012-07-31 08:30:00,565000
2012-08-01 07:50:00,562000
2012-08-02 08:30:00,561000
2012-08-03 08:30:00,559000
2012-08-06 08:20:00,562000
2012-08-07 08:00:00,563000
2012-08-08 08:00:00,563000
2012-08-09 08:10:00,563000
2012-08-10 08:50:00,562000
2012-08-13 08:00:00,563000
2012-08-14 08:00:00,560000
2012-08-15 07:50:00,558000
2012-08-16 08:00:00,558000
2012-08-23 07:45:00,570000
2012-08-24 08:00:00,574000
2012-08-27 08:30:00,575500
2012-08-28 00:00:00,572000
2012-08-29 08:15:00,572500
2012-08-30 08:20:00,570000
2012-08-31 08:00:00,571000
2012-09-03 08:00:00,581000
2012-09-04 08:15:00,583000
2012-09-05 08:15:00,583000
2012-09-06 08:00:00,583000
2012-09-07 08:00:00,584000
2012-09-10 08:20:00,599000
2012-09-11 08:15:00,596000
2012-09-12 08:00:00,596000
2012-09-13 08:30:00,595200
2012-09-14 08:15:00,607200
2012-09-17 07:55:00,608200
2012-09-18 08:00:00,596200
2012-09-19 08:00:00,601200
2012-09-20 00:00:00,605200
2012-09-21 08:00:00,604200
2012-09-24 08:00:00,604200
2012-09-25 08:00:00,604200
2012-09-26 07:45:00,604200
2012-09-27 08:00:00,604200
2012-09-28 00:00:00,610200
2012-10-01 08:00:00,605200
2012-10-02 08:00:00,609200
2012-10-03 00:00:00,607200
2012-10-04 00:00:00,609200
2012-10-05 00:00:00,614200
2012-10-08 00:00:00,610200
2012-10-09 00:00:00,609200
2012-10-10 00:00:00,606200
2012-10-11 00:00:00,606200
2012-10-12 00:00:00,609200
2012-10-15 00:00:00,603200
2012-10-16 00:00:00,603200
2012-10-17 00:00:00,606200
2012-10-18 08:30:00,604200
2012-10-19 08:00:00,601200
2012-10-22 08:00:00,594200
2012-10-22 12:00:00,598200
2012-10-23 08:30:00,600200
2012-10-24 08:30:00,596200
2012-10-25 08:00:00,596200
2012-10-29 08:00:00,597200
2012-10-30 08:00:00,595200
2012-10-31 08:00:00,596200
2012-11-01 08:00:00,599200
2012-11-02 08:15:00,599200
2012-11-05 08:15:00,594200
2012-11-06 08:30:00,594200
2012-11-07 00:00:00,598200
2012-11-07 12:00:00,602200
2012-11-08 00:00:00,602200
2012-11-09 00:00:00,605200
2012-11-12 08:00:00,606200
2012-11-13 09:00:00,602000
2012-11-13 09:05:00,602200
2012-11-14 08:00:00,602200
2012-11-19 08:00:00,599200
2012-11-20 08:00:00,602200
2012-11-21 08:00:00,602200
2012-11-22 08:00:00,602200
2012-11-23 08:00:00,602200
2012-11-26 00:00:00,606200
2012-11-27 08:30:00,606200
2012-11-28 08:00:00,604200
2012-11-29 08:00:00,598200
2012-11-30 08:30:00,601200
2012-12-03 08:00:00,600200
2012-12-04 00:00:00,600200
2012-12-05 00:00:00,597200
2012-12-06 08:20:00,597200
2012-12-07 08:30:00,599200
2012-12-10 00:00:00,602200
2012-12-11 08:15:00,604200
2012-12-12 08:00:00,604200
2012-12-13 08:00:00,604200
2012-12-14 08:30:00,599200
2012-12-17 08:00:00,601200
2012-12-18 08:30:00,602200
2012-12-19 08:00:00,598200
2012-12-20 08:15:00,597200
2012-12-21 08:00:00,591200
2012-12-26 08:00:00,598200
2012-12-27 08:00:00,601200
2012-12-28 08:00:00,604200
2013-01-02 08:00:00,599200
2013-01-03 08:00:00,605200
2013-01-04 08:00:00,597200
2013-01-07 08:15:00,601200
2013-01-08 08:10:00,598200
2013-01-09 08:20:00,600200
2013-01-10 08:00:00,597200
2013-01-11 08:20:00,599200
2013-01-14 08:45:00,598200
2013-01-15 08:15:00,600200
2013-01-16 08:30:00,606200
2013-01-17 08:30:00,603200
2013-01-18 00:00:00,604200
2013-01-21 08:20:00,604200
2013-01-22 08:50:00,604200
2013-01-23 08:00:00,603200
2013-01-25 08:10:00,600200
2013-01-28 08:00:00,599200
2013-01-29 08:30:00,599200
2013-01-30 08:00:00,601200
2013-01-31 08:10:00,603200
2013-02-01 08:00:00,599200
2013-02-04 08:10:00,599200
2013-02-05 00:00:00,599200
2013-02-05 08:51:00,599200
2013-02-06 00:00:00,599200
2013-02-07 00:00:00,600200
2013-02-08 00:00:00,600200
2013-02-11 08:20:00,596200
2013-02-12 08:30:00,591200
2013-02-13 07:45:00,592200
2013-02-14 08:15:00,591200
2013-02-15 08:10:00,590200
2013-02-18 08:30:00,588200
2013-02-19 08:20:00,588200
2013-02-20 08:15:00,587200
2013-02-21 08:20:00,581200
2013-02-22 08:45:00,582200
2013-02-25 08:30:00,585200
2013-02-26 08:55:00,587200
2013-02-27 08:20:00,592200
2013-02-28 08:10:00,590200
2013-03-01 08:15:00,586200
2013-03-04 08:10:00,586200
2013-03-05 08:45:00,586200
2013-03-06 08:30:00,586200
2013-03-07 08:10:00,586200
2013-03-08 07:55:00,586200
2013-03-11 08:00:00,584200
2013-03-13 08:00:00,585200
2013-03-14 08:30:00,584000
2013-03-15 00:00:00,584000
2013-03-18 08:20:00,581000
2013-03-19 08:30:00,582000
2013-03-20 08:20:00,583000
2013-03-21 08:45:00,581000
2013-03-22 09:00:00,582000
2013-03-25 08:00:00,579000
2013-03-26 09:00:00,577000
2013-03-27 08:20:00,577000
2013-03-28 08:35:00,577000
2013-04-01 00:00:00,574000
2013-04-02 09:00:00,574000
2013-04-03 08:15:00,571000
2013-04-04 08:00:00,569000
2013-04-05 08:00:00,566000
2013-04-08 08:40:00,569000
2013-04-09 08:25:00,567000
2013-04-10 08:40:00,568000
2013-04-11 08:30:00,564000
2013-04-12 08:10:00,565000
2013-04-15 08:00:00,563000
2013-04-16 09:00:00,561000
